Name,variable,value,score
Cuba,GDP per capita (current US$),8821.82,6.00
Curacao,GDP per capita (current US$),19567.89,8.00
Cayman Islands,GDP per capita (current US$),81124.51,10.00
Cyprus,GDP per capita (current US$),28159.30,8.00
Czech Republic,GDP per capita (current US$),23078.57,8.00
Germany,GDP per capita (current US$),47603.03,9.00
Djibouti,GDP per capita (current US$),3082.54,3.00
Dominica,GDP per capita (current US$),7691.35,6.00
Denmark,GDP per capita (current US$),61350.35,10.00
Dominican Republic,GDP per capita (current US$),8050.63,6.00
Algeria,GDP per capita (current US$),4114.72,4.00
Ecuador,GDP per capita (current US$),6344.87,5.00
Egypt,GDP per capita (current US$),2549.13,3.00
Eritrea,GDP per capita (current US$),811.38,1.00
Spain,GDP per capita (current US$),30370.89,8.00
Estonia,GDP per capita (current US$),23266.35,8.00
Ethiopia,GDP per capita (current US$),772.31,1.00
Finland,GDP per capita (current US$),50152.34,10.00
Fiji,GDP per capita (current US$),6266.97,5.00
France,GDP per capita (current US$),41463.64,9.00
Faeroe Islands,GDP per capita (current US$),55822.91,10.00
Gabon,GDP per capita (current US$),7952.53,6.00
United Kingdom,GDP per capita (current US$),42943.90,9.00
Georgia,GDP per capita (current US$),4717.14,4.00
Ghana,GDP per capita (current US$),2202.31,3.00
Gibraltar,GDP per capita (current US$),,
Guinea,GDP per capita (current US$),878.60,2.00
Gambia,GDP per capita (current US$),716.12,1.00
Guinea-Bissau,GDP per capita (current US$),777.97,1.00
Equatorial Guinea,GDP per capita (current US$),10261.76,6.00
Greece,GDP per capita (current US$),20324.25,8.00
Grenada,GDP per capita (current US$),10640.50,6.00
Greenland,GDP per capita (current US$),48181.87,9.00
Guatemala,GDP per capita (current US$),4549.01,4.00
Guam,GDP per capita (current US$),35712.56,9.00
Guyana,GDP per capita (current US$),4979.00,5.00
Honduras,GDP per capita (current US$),2500.11,3.00
Croatia,GDP per capita (current US$),14909.69,7.00
Haiti,GDP per capita (current US$),868.34,2.00
Hungary,GDP per capita (current US$),16161.98,7.00
Indonesia,GDP per capita (current US$),3893.60,4.00
Isle of Man,GDP per capita (current US$),80989.17,10.00
India,GDP per capita (current US$),2009.98,3.00
Ireland,GDP per capita (current US$),78806.43,10.00
Iran,GDP per capita (current US$),5627.75,5.00
Iraq,GDP per capita (current US$),5834.17,5.00
Iceland,GDP per capita (current US$),73191.12,10.00
Israel,GDP per capita (current US$),41715.03,9.00
Italy,GDP per capita (current US$),34483.20,9.00
Jamaica,GDP per capita (current US$),5354.24,5.00
Jordan,GDP per capita (current US$),4241.79,4.00
Japan,GDP per capita (current US$),39289.96,9.00
Kazakhstan,GDP per capita (current US$),9812.60,6.00
Kenya,GDP per capita (current US$),1710.51,2.00
Kyrgyzstan,GDP per capita (current US$),1281.36,2.00
Cambodia,GDP per capita (current US$),1510.32,2.00
Saint Kitts and Nevis,GDP per capita (current US$),19275.42,8.00
South Korea,GDP per capita (current US$),31362.75,8.00
Kuwait,GDP per capita (current US$),33994.41,9.00
Laos,GDP per capita (current US$),2542.49,3.00
Lebanon,GDP per capita (current US$),8269.79,6.00
Liberia,GDP per capita (current US$),677.32,1.00
Libya,GDP per capita (current US$),7241.70,5.00
Saint Lucia,GDP per capita (current US$),10566.05,6.00
Liechtenstein,GDP per capita (current US$),165028.25,10.00
Sri Lanka,GDP per capita (current US$),4102.48,4.00
Lithuania,GDP per capita (current US$),19153.41,8.00
Luxembourg,GDP per capita (current US$),116639.89,10.00
Latvia,GDP per capita (current US$),17860.62,7.00
Morocco,GDP per capita (current US$),3237.88,4.00
Monaco,GDP per capita (current US$),185741.28,10.00
Moldova,GDP per capita (current US$),3227.31,3.00
Madagascar,GDP per capita (current US$),527.50,1.00
Maldives,GDP per capita (current US$),10330.62,6.00
Mexico,GDP per capita (current US$),9673.44,6.00
Macedonia,GDP per capita (current US$),6083.72,5.00
Mali,GDP per capita (current US$),899.66,2.00
Malta,GDP per capita (current US$),30098.28,8.00
Myanmar,GDP per capita (current US$),1325.95,2.00
Montenegro,GDP per capita (current US$),8844.24,6.00
Mongolia,GDP per capita (current US$),4121.73,4.00
Mariana Islands,GDP per capita (current US$),23258.68,8.00
Mozambique,GDP per capita (current US$),498.96,1.00
Mauritania,GDP per capita (current US$),1188.83,2.00
Mauritius,GDP per capita (current US$),11238.69,6.00
Malaysia,GDP per capita (current US$),11373.23,7.00
Namibia,GDP per capita (current US$),5931.45,5.00
New Caledonia,GDP per capita (current US$),12579.60,7.00
Niger,GDP per capita (current US$),413.98,1.00
Nigeria,GDP per capita (current US$),2028.18,3.00
Nicaragua,GDP per capita (current US$),2028.89,3.00
Netherlands,GDP per capita (current US$),53024.06,10.00
Norway,GDP per capita (current US$),81697.25,10.00
Nepal,GDP per capita (current US$),1033.91,2.00
New Zealand,GDP per capita (current US$),41945.33,9.00
Oman,GDP per capita (current US$),16415.16,7.00
Pakistan,GDP per capita (current US$),1482.40,2.00
Panama,GDP per capita (current US$),15575.07,7.00
Peru,GDP per capita (current US$),6941.24,5.00
Philippines,GDP per capita (current US$),3102.71,3.00
Papua New Guinea,GDP per capita (current US$),2730.27,3.00
Poland,GDP per capita (current US$),15420.91,7.00
Puerto Rico,GDP per capita (current US$),31651.35,9.00
North Korea,GDP per capita (current US$),,
Portugal,GDP per capita (current US$),23407.91,8.00
Paraguay,GDP per capita (current US$),5821.81,5.00
Palestine,GDP per capita (current US$),3198.87,3.00
French Polynesia,GDP per capita (current US$),14323.82,7.00
Qatar,GDP per capita (current US$),68793.78,10.00
Romania,GDP per capita (current US$),12301.19,7.00
Russia,GDP per capita (current US$),11288.87,7.00
Rwanda,GDP per capita (current US$),772.94,1.00
Saudi Arabia,GDP per capita (current US$),23338.96,8.00
Sudan,GDP per capita (current US$),977.27,2.00
Senegal,GDP per capita (current US$),1521.95,2.00
Singapore,GDP per capita (current US$),64581.94,10.00
Sierra Leone,GDP per capita (current US$),533.99,1.00
El Salvador,GDP per capita (current US$),4058.25,4.00
San Marino,GDP per capita (current US$),48494.55,9.00
Somalia,GDP per capita (current US$),314.54,1.00
Serbia,GDP per capita (current US$),7246.73,5.00
South Sudan,GDP per capita (current US$),1119.65,2.00
Suriname,GDP per capita (current US$),6234.04,5.00
Slovakia,GDP per capita (current US$),19442.71,8.00
Slovenia,GDP per capita (current US$),26123.97,8.00
Sweden,GDP per capita (current US$),54608.36,10.00
Swaziland,GDP per capita (current US$),4145.97,4.00
Sint Maarten (Dutch part),GDP per capita (current US$),,
Seychelles,GDP per capita (current US$),16433.94,7.00
Syria,GDP per capita (current US$),2032.62,3.00
Turks and Caicos Islands,GDP per capita (current US$),27142.23,8.00
Chad,GDP per capita (current US$),728.34,1.00
Togo,GDP per capita (current US$),679.26,1.00
Thailand,GDP per capita (current US$),7273.56,5.00
Timor,GDP per capita (current US$),2035.53,3.00
Trinidad and Tobago,GDP per capita (current US$),17129.91,7.00
Tunisia,GDP per capita (current US$),3447.51,4.00
Turkey,GDP per capita (current US$),9370.18,6.00
Tanzania,GDP per capita (current US$),1050.68,2.00
Uganda,GDP per capita (current US$),642.78,1.00
Ukraine,GDP per capita (current US$),3095.17,3.00
Uruguay,GDP per capita (current US$),17277.97,7.00
United States,GDP per capita (current US$),62794.59,10.00
Uzbekistan,GDP per capita (current US$),1532.37,2.00
Saint Vincent and the Grenadines,GDP per capita (current US$),7361.40,6.00
Venezuela,GDP per capita (current US$),16054.49,7.00
British Virgin Islands,GDP per capita (current US$),,
United States Virgin Islands,GDP per capita (current US$),35938.02,9.00
Vietnam,GDP per capita (current US$),2566.60,3.00
Kosovo,GDP per capita (current US$),4302.28,4.00
South Africa,GDP per capita (current US$),6374.03,5.00
Zambia,GDP per capita (current US$),1539.90,2.00
Zimbabwe,GDP per capita (current US$),2147.00,3.00
Aruba,Current health expenditure (% of GDP),,
Afghanistan,Current health expenditure (% of GDP),10.20,10.00
Angola,Current health expenditure (% of GDP),2.88,1.00
Albania,Current health expenditure (% of GDP),6.70,7.00
Andorra,Current health expenditure (% of GDP),10.37,10.00
United Arab Emirates,Current health expenditure (% of GDP),3.52,2.00
Argentina,Current health expenditure (% of GDP),7.55,8.00
Armenia,Current health expenditure (% of GDP),9.93,9.00
Antigua and Barbuda,Current health expenditure (% of GDP),4.31,3.00
Australia,Current health expenditure (% of GDP),9.25,9.00
Austria,Current health expenditure (% of GDP),10.44,10.00
Azerbaijan,Current health expenditure (% of GDP),6.89,7.00
Burundi,Current health expenditure (% of GDP),6.19,6.00
Belgium,Current health expenditure (% of GDP),10.04,10.00
Benin,Current health expenditure (% of GDP),3.86,2.00
Burkina Faso,Current health expenditure (% of GDP),6.75,7.00
Bangladesh,Current health expenditure (% of GDP),2.37,1.00
Bulgaria,Current health expenditure (% of GDP),8.23,8.00
Bahrain,Current health expenditure (% of GDP),4.87,4.00
Bahamas,Current health expenditure (% of GDP),6.38,6.00
Bosnia and Herzegovina,Current health expenditure (% of GDP),9.23,9.00
Belarus,Current health expenditure (% of GDP),6.32,6.00
Belize,Current health expenditure (% of GDP),6.12,5.00
Bermuda,Current health expenditure (% of GDP),,
Bolivia,Current health expenditure (% of GDP),6.86,7.00
Brazil,Current health expenditure (% of GDP),11.77,10.00
Barbados,Current health expenditure (% of GDP),6.96,7.00
Brunei,Current health expenditure (% of GDP),2.34,1.00
Bhutan,Current health expenditure (% of GDP),3.45,1.00
Botswana,Current health expenditure (% of GDP),5.46,4.00
Central African Republic,Current health expenditure (% of GDP),4.28,3.00
Canada,Current health expenditure (% of GDP),10.53,10.00
Switzerland,Current health expenditure (% of GDP),12.25,10.00
Chile,Current health expenditure (% of GDP),8.53,8.00
China,Current health expenditure (% of GDP),4.98,4.00
Cote d'Ivoire,Current health expenditure (% of GDP),4.40,3.00
Cameroon,Current health expenditure (% of GDP),4.69,4.00
Democratic Republic of Congo,Current health expenditure (% of GDP),3.87,2.00
Congo,Current health expenditure (% of GDP),4.63,3.00
Colombia,Current health expenditure (% of GDP),5.91,5.00
Cape Verde,Current health expenditure (% of GDP),5.24,4.00
Costa Rica,Current health expenditure (% of GDP),7.56,8.00
Cuba,Current health expenditure (% of GDP),12.19,10.00
Curacao,Current health expenditure (% of GDP),,
Cayman Islands,Current health expenditure (% of GDP),,
Cyprus,Current health expenditure (% of GDP),6.88,7.00
Czech Republic,Current health expenditure (% of GDP),7.15,7.00
Germany,Current health expenditure (% of GDP),11.14,10.00
Djibouti,Current health expenditure (% of GDP),3.50,1.00
Dominica,Current health expenditure (% of GDP),5.30,4.00
Denmark,Current health expenditure (% of GDP),10.35,10.00
Dominican Republic,Current health expenditure (% of GDP),6.16,5.00
Algeria,Current health expenditure (% of GDP),6.65,6.00
Ecuador,Current health expenditure (% of GDP),8.39,8.00
Egypt,Current health expenditure (% of GDP),4.64,3.00
Eritrea,Current health expenditure (% of GDP),2.96,1.00
Spain,Current health expenditure (% of GDP),8.97,9.00
Estonia,Current health expenditure (% of GDP),6.68,6.00
Ethiopia,Current health expenditure (% of GDP),3.97,2.00
Finland,Current health expenditure (% of GDP),9.49,9.00
Fiji,Current health expenditure (% of GDP),3.46,1.00
France,Current health expenditure (% of GDP),11.54,10.00
Faeroe Islands,Current health expenditure (% of GDP),,
Gabon,Current health expenditure (% of GDP),3.11,1.00
United Kingdom,Current health expenditure (% of GDP),9.76,9.00
Georgia,Current health expenditure (% of GDP),8.44,8.00
Ghana,Current health expenditure (% of GDP),4.45,3.00
Gibraltar,Current health expenditure (% of GDP),,
Guinea,Current health expenditure (% of GDP),5.48,4.00
Gambia,Current health expenditure (% of GDP),4.43,3.00
Guinea-Bissau,Current health expenditure (% of GDP),6.09,5.00
Equatorial Guinea,Current health expenditure (% of GDP),3.38,1.00
Greece,Current health expenditure (% of GDP),8.45,8.00
Grenada,Current health expenditure (% of GDP),5.25,4.00
Greenland,Current health expenditure (% of GDP),,
Guatemala,Current health expenditure (% of GDP),5.82,5.00
Guam,Current health expenditure (% of GDP),,
Guyana,Current health expenditure (% of GDP),4.24,3.00
Honduras,Current health expenditure (% of GDP),8.40,8.00
Croatia,Current health expenditure (% of GDP),7.18,7.00
Haiti,Current health expenditure (% of GDP),5.39,4.00
Hungary,Current health expenditure (% of GDP),7.36,7.00
Indonesia,Current health expenditure (% of GDP),3.12,1.00
Isle of Man,Current health expenditure (% of GDP),,
India,Current health expenditure (% of GDP),3.66,2.00
Ireland,Current health expenditure (% of GDP),7.38,8.00
Iran,Current health expenditure (% of GDP),8.10,8.00
Iraq,Current health expenditure (% of GDP),3.31,1.00
Iceland,Current health expenditure (% of GDP),8.29,8.00
Israel,Current health expenditure (% of GDP),7.31,7.00
Italy,Current health expenditure (% of GDP),8.94,9.00
Jamaica,Current health expenditure (% of GDP),6.07,5.00
Jordan,Current health expenditure (% of GDP),5.47,4.00
Japan,Current health expenditure (% of GDP),10.93,10.00
Kazakhstan,Current health expenditure (% of GDP),3.53,2.00
Kenya,Current health expenditure (% of GDP),4.55,3.00
Kyrgyzstan,Current health expenditure (% of GDP),6.63,6.00
Cambodia,Current health expenditure (% of GDP),6.08,5.00
Saint Kitts and Nevis,Current health expenditure (% of GDP),5.67,5.00
South Korea,Current health expenditure (% of GDP),7.34,7.00
Kuwait,Current health expenditure (% of GDP),3.90,2.00
Laos,Current health expenditure (% of GDP),2.36,1.00
Lebanon,Current health expenditure (% of GDP),8.02,8.00
Liberia,Current health expenditure (% of GDP),9.62,9.00
Libya,Current health expenditure (% of GDP),6.05,5.00
Saint Lucia,Current health expenditure (% of GDP),5.31,4.00
Liechtenstein,Current health expenditure (% of GDP),,
Sri Lanka,Current health expenditure (% of GDP),3.89,2.00
Lithuania,Current health expenditure (% of GDP),6.67,6.00
Luxembourg,Current health expenditure (% of GDP),6.16,5.00
Latvia,Current health expenditure (% of GDP),6.24,6.00
Morocco,Current health expenditure (% of GDP),5.84,5.00
Monaco,Current health expenditure (% of GDP),1.75,1.00
Moldova,Current health expenditure (% of GDP),8.98,9.00
Madagascar,Current health expenditure (% of GDP),6.00,5.00
Maldives,Current health expenditure (% of GDP),10.61,10.00
Mexico,Current health expenditure (% of GDP),5.47,4.00
Macedonia,Current health expenditure (% of GDP),6.34,6.00
Mali,Current health expenditure (% of GDP),3.82,2.00
Malta,Current health expenditure (% of GDP),9.30,9.00
Myanmar,Current health expenditure (% of GDP),5.09,4.00
Montenegro,Current health expenditure (% of GDP),7.64,8.00
Mongolia,Current health expenditure (% of GDP),3.81,2.00
Mariana Islands,Current health expenditure (% of GDP),,
Mozambique,Current health expenditure (% of GDP),5.07,4.00
Mauritania,Current health expenditure (% of GDP),4.24,3.00
Mauritius,Current health expenditure (% of GDP),5.75,5.00
Malaysia,Current health expenditure (% of GDP),3.80,2.00
Namibia,Current health expenditure (% of GDP),9.12,9.00
New Caledonia,Current health expenditure (% of GDP),,
Niger,Current health expenditure (% of GDP),6.23,6.00
Nigeria,Current health expenditure (% of GDP),3.65,2.00
Nicaragua,Current health expenditure (% of GDP),8.75,9.00
Netherlands,Current health expenditure (% of GDP),10.36,10.00
Norway,Current health expenditure (% of GDP),10.50,10.00
Nepal,Current health expenditure (% of GDP),6.29,6.00
New Zealand,Current health expenditure (% of GDP),9.22,9.00
Oman,Current health expenditure (% of GDP),4.29,3.00
Pakistan,Current health expenditure (% of GDP),2.75,1.00
Panama,Current health expenditure (% of GDP),7.26,7.00
Peru,Current health expenditure (% of GDP),5.14,4.00
Philippines,Current health expenditure (% of GDP),4.39,3.00
Papua New Guinea,Current health expenditure (% of GDP),1.98,1.00
Poland,Current health expenditure (% of GDP),6.52,6.00
Puerto Rico,Current health expenditure (% of GDP),,
North Korea,Current health expenditure (% of GDP),,
Portugal,Current health expenditure (% of GDP),9.08,9.00
Paraguay,Current health expenditure (% of GDP),8.02,8.00
Palestine,Current health expenditure (% of GDP),,
French Polynesia,Current health expenditure (% of GDP),,
Qatar,Current health expenditure (% of GDP),3.08,1.00
Romania,Current health expenditure (% of GDP),4.98,4.00
Russia,Current health expenditure (% of GDP),5.27,4.00
Rwanda,Current health expenditure (% of GDP),6.76,7.00
Saudi Arabia,Current health expenditure (% of GDP),5.74,5.00
Sudan,Current health expenditure (% of GDP),5.66,5.00
Senegal,Current health expenditure (% of GDP),5.51,5.00
Singapore,Current health expenditure (% of GDP),4.47,3.00
Sierra Leone,Current health expenditure (% of GDP),16.53,10.00
El Salvador,Current health expenditure (% of GDP),6.96,7.00
San Marino,Current health expenditure (% of GDP),6.40,6.00
Somalia,Current health expenditure (% of GDP),,
Serbia,Current health expenditure (% of GDP),9.14,9.00
South Sudan,Current health expenditure (% of GDP),,
Suriname,Current health expenditure (% of GDP),6.06,5.00
Slovakia,Current health expenditure (% of GDP),7.13,7.00
Slovenia,Current health expenditure (% of GDP),8.47,8.00
Sweden,Current health expenditure (% of GDP),10.93,10.00
Swaziland,Current health expenditure (% of GDP),7.70,8.00
Sint Maarten (Dutch part),Current health expenditure (% of GDP),,
Seychelles,Current health expenditure (% of GDP),3.94,2.00
Syria,Current health expenditure (% of GDP),3.57,2.00
Turks and Caicos Islands,Current health expenditure (% of GDP),,
Chad,Current health expenditure (% of GDP),4.54,3.00
Togo,Current health expenditure (% of GDP),6.62,6.00
Thailand,Current health expenditure (% of GDP),3.71,2.00
Timor,Current health expenditure (% of GDP),4.02,2.00
Trinidad and Tobago,Current health expenditure (% of GDP),6.51,6.00
Tunisia,Current health expenditure (% of GDP),6.95,7.00
Turkey,Current health expenditure (% of GDP),4.31,3.00
Tanzania,Current health expenditure (% of GDP),4.14,3.00
Uganda,Current health expenditure (% of GDP),6.17,6.00
Ukraine,Current health expenditure (% of GDP),6.73,7.00
Uruguay,Current health expenditure (% of GDP),9.06,9.00
United States,Current health expenditure (% of GDP),17.07,10.00
Uzbekistan,Current health expenditure (% of GDP),6.34,6.00
Saint Vincent and the Grenadines,Current health expenditure (% of GDP),3.56,2.00
Venezuela,Current health expenditure (% of GDP),3.22,1.00
British Virgin Islands,Current health expenditure (% of GDP),,
United States Virgin Islands,Current health expenditure (% of GDP),,
Vietnam,Current health expenditure (% of GDP),5.66,5.00
Kosovo,Current health expenditure (% of GDP),,
South Africa,Current health expenditure (% of GDP),8.11,8.00
Zambia,Current health expenditure (% of GDP),4.48,3.00
Zimbabwe,Current health expenditure (% of GDP),9.41,9.00
Aruba,Current health expenditure per capita (current US$),,
Afghanistan,Current health expenditure per capita (current US$),57.25,2.00
Angola,Current health expenditure per capita (current US$),95.22,3.00
Albania,Current health expenditure per capita (current US$),271.54,5.00
Andorra,Current health expenditure per capita (current US$),3834.73,9.00
United Arab Emirates,Current health expenditure per capita (current US$),1323.12,8.00
Argentina,Current health expenditure per capita (current US$),955.20,8.00
Armenia,Current health expenditure per capita (current US$),358.84,6.00
Antigua and Barbuda,Current health expenditure per capita (current US$),623.11,7.00
Australia,Current health expenditure per capita (current US$),5002.36,10.00
Austria,Current health expenditure per capita (current US$),4688.28,10.00
Azerbaijan,Current health expenditure per capita (current US$),268.16,5.00
Burundi,Current health expenditure per capita (current US$),18.46,1.00
Belgium,Current health expenditure per capita (current US$),4149.39,10.00
Benin,Current health expenditure per capita (current US$),30.40,1.00
Burkina Faso,Current health expenditure per capita (current US$),40.94,2.00
Bangladesh,Current health expenditure per capita (current US$),34.22,1.00
Bulgaria,Current health expenditure per capita (current US$),612.48,7.00
Bahrain,Current health expenditure per capita (current US$),1099.36,8.00
Bahamas,Current health expenditure per capita (current US$),1835.23,9.00
Bosnia and Herzegovina,Current health expenditure per capita (current US$),443.78,6.00
Belarus,Current health expenditure per capita (current US$),317.99,5.00
Belize,Current health expenditure per capita (current US$),303.60,5.00
Bermuda,Current health expenditure per capita (current US$),,
Bolivia,Current health expenditure per capita (current US$),213.02,4.00
Brazil,Current health expenditure per capita (current US$),1015.93,8.00
Barbados,Current health expenditure per capita (current US$),1163.84,8.00
Brunei,Current health expenditure per capita (current US$),630.63,7.00
Bhutan,Current health expenditure per capita (current US$),91.34,3.00
Botswana,Current health expenditure per capita (current US$),379.92,6.00
Central African Republic,Current health expenditure per capita (current US$),16.36,1.00
Canada,Current health expenditure per capita (current US$),4458.21,10.00
Switzerland,Current health expenditure per capita (current US$),9835.96,10.00
Chile,Current health expenditure per capita (current US$),1190.55,8.00
China,Current health expenditure per capita (current US$),398.33,6.00
Cote d'Ivoire,Current health expenditure per capita (current US$),67.57,3.00
Cameroon,Current health expenditure per capita (current US$),64.47,2.00
Democratic Republic of Congo,Current health expenditure per capita (current US$),20.52,1.00
Congo,Current health expenditure per capita (current US$),70.38,3.00
Colombia,Current health expenditure per capita (current US$),340.37,6.00
Cape Verde,Current health expenditure per capita (current US$),159.07,4.00
Costa Rica,Current health expenditure per capita (current US$),888.85,7.00
Cuba,Current health expenditure per capita (current US$),970.65,8.00
Curacao,Current health expenditure per capita (current US$),,
Cayman Islands,Current health expenditure per capita (current US$),,
Cyprus,Current health expenditure per capita (current US$),1634.43,9.00
Czech Republic,Current health expenditure per capita (current US$),1321.62,8.00
Germany,Current health expenditure per capita (current US$),4714.26,10.00
Djibouti,Current health expenditure per capita (current US$),70.19,3.00
Dominica,Current health expenditure per capita (current US$),419.37,6.00
Denmark,Current health expenditure per capita (current US$),5565.59,10.00
Dominican Republic,Current health expenditure per capita (current US$),414.18,6.00
Algeria,Current health expenditure per capita (current US$),260.41,5.00
Ecuador,Current health expenditure per capita (current US$),504.78,7.00
Egypt,Current health expenditure per capita (current US$),130.99,3.00
Eritrea,Current health expenditure per capita (current US$),29.89,1.00
Spain,Current health expenditure per capita (current US$),2389.89,9.00
Estonia,Current health expenditure per capita (current US$),1185.33,8.00
Ethiopia,Current health expenditure per capita (current US$),27.52,1.00
Finland,Current health expenditure per capita (current US$),4117.26,10.00
Fiji,Current health expenditure per capita (current US$),179.91,4.00
France,Current health expenditure per capita (current US$),4263.36,10.00
Faeroe Islands,Current health expenditure per capita (current US$),,
Gabon,Current health expenditure per capita (current US$),220.35,4.00
United Kingdom,Current health expenditure per capita (current US$),3958.02,10.00
Georgia,Current health expenditure per capita (current US$),308.03,5.00
Ghana,Current health expenditure per capita (current US$),67.51,3.00
Gibraltar,Current health expenditure per capita (current US$),,
Guinea,Current health expenditure per capita (current US$),37.46,1.00
Gambia,Current health expenditure per capita (current US$),20.93,1.00
Guinea-Bissau,Current health expenditure per capita (current US$),39.05,2.00
Equatorial Guinea,Current health expenditure per capita (current US$),281.37,5.00
Greece,Current health expenditure per capita (current US$),1510.67,9.00
Grenada,Current health expenditure per capita (current US$),516.42,7.00
Greenland,Current health expenditure per capita (current US$),,
Guatemala,Current health expenditure per capita (current US$),241.35,5.00
Guam,Current health expenditure per capita (current US$),,
Guyana,Current health expenditure per capita (current US$),192.27,4.00
Honduras,Current health expenditure per capita (current US$),199.55,4.00
Croatia,Current health expenditure per capita (current US$),884.49,7.00
Haiti,Current health expenditure per capita (current US$),37.72,1.00
Hungary,Current health expenditure per capita (current US$),942.59,7.00
Indonesia,Current health expenditure per capita (current US$),111.55,3.00
Isle of Man,Current health expenditure per capita (current US$),,
India,Current health expenditure per capita (current US$),62.72,2.00
Ireland,Current health expenditure per capita (current US$),4758.59,10.00
Iran,Current health expenditure per capita (current US$),415.39,6.00
Iraq,Current health expenditure per capita (current US$),152.64,4.00
Iceland,Current health expenditure per capita (current US$),5063.61,10.00
Israel,Current health expenditure per capita (current US$),2837.14,9.00
Italy,Current health expenditure per capita (current US$),2738.71,9.00
Jamaica,Current health expenditure per capita (current US$),296.25,5.00
Jordan,Current health expenditure per capita (current US$),223.54,5.00
Japan,Current health expenditure per capita (current US$),4233.03,10.00
Kazakhstan,Current health expenditure per capita (current US$),262.01,5.00
Kenya,Current health expenditure per capita (current US$),66.21,2.00
Kyrgyzstan,Current health expenditure per capita (current US$),72.88,3.00
Cambodia,Current health expenditure per capita (current US$),77.67,3.00
Saint Kitts and Nevis,Current health expenditure per capita (current US$),930.77,7.00
South Korea,Current health expenditure per capita (current US$),2043.86,9.00
Kuwait,Current health expenditure per capita (current US$),1068.32,8.00
Laos,Current health expenditure per capita (current US$),55.21,2.00
Lebanon,Current health expenditure per capita (current US$),662.13,7.00
Liberia,Current health expenditure per capita (current US$),68.31,3.00
Libya,Current health expenditure per capita (current US$),312.58,5.00
Saint Lucia,Current health expenditure per capita (current US$),489.76,6.00
Liechtenstein,Current health expenditure per capita (current US$),,
Sri Lanka,Current health expenditure per capita (current US$),153.10,4.00
Lithuania,Current health expenditure per capita (current US$),987.95,8.00
Luxembourg,Current health expenditure per capita (current US$),6271.44,10.00
Latvia,Current health expenditure per capita (current US$),874.20,7.00
Morocco,Current health expenditure per capita (current US$),171.45,4.00
Monaco,Current health expenditure per capita (current US$),2939.84,9.00
Moldova,Current health expenditure per capita (current US$),171.19,4.00
Madagascar,Current health expenditure per capita (current US$),24.12,1.00
Maldives,Current health expenditure per capita (current US$),1047.84,8.00
Mexico,Current health expenditure per capita (current US$),461.79,6.00
Macedonia,Current health expenditure per capita (current US$),327.84,5.00
Mali,Current health expenditure per capita (current US$),29.79,1.00
Malta,Current health expenditure per capita (current US$),2327.78,9.00
Myanmar,Current health expenditure per capita (current US$),62.11,2.00
Montenegro,Current health expenditure per capita (current US$),531.73,7.00
Mongolia,Current health expenditure per capita (current US$),140.71,4.00
Mariana Islands,Current health expenditure per capita (current US$),,
Mozambique,Current health expenditure per capita (current US$),19.21,1.00
Mauritania,Current health expenditure per capita (current US$),46.77,2.00
Mauritius,Current health expenditure per capita (current US$),553.10,7.00
Malaysia,Current health expenditure per capita (current US$),361.52,6.00
Namibia,Current health expenditure per capita (current US$),402.76,6.00
New Caledonia,Current health expenditure per capita (current US$),,
Niger,Current health expenditure per capita (current US$),22.68,1.00
Nigeria,Current health expenditure per capita (current US$),79.34,3.00
Nicaragua,Current health expenditure per capita (current US$),188.16,4.00
Netherlands,Current health expenditure per capita (current US$),4742.03,10.00
Norway,Current health expenditure per capita (current US$),7477.90,10.00
Nepal,Current health expenditure per capita (current US$),45.45,2.00
New Zealand,Current health expenditure per capita (current US$),3745.22,9.00
Oman,Current health expenditure per capita (current US$),648.28,7.00
Pakistan,Current health expenditure per capita (current US$),39.58,2.00
Panama,Current health expenditure per capita (current US$),1040.67,8.00
Peru,Current health expenditure per capita (current US$),316.44,5.00
Philippines,Current health expenditure per capita (current US$),129.43,3.00
Papua New Guinea,Current health expenditure per capita (current US$),55.15,2.00
Poland,Current health expenditure per capita (current US$),809.01,7.00
Puerto Rico,Current health expenditure per capita (current US$),,
North Korea,Current health expenditure per capita (current US$),,
Portugal,Current health expenditure per capita (current US$),1800.86,9.00
Paraguay,Current health expenditure per capita (current US$),327.24,5.00
Palestine,Current health expenditure per capita (current US$),,
French Polynesia,Current health expenditure per capita (current US$),,
Qatar,Current health expenditure per capita (current US$),1827.06,9.00
Romania,Current health expenditure per capita (current US$),476.37,6.00
Russia,Current health expenditure per capita (current US$),469.13,6.00
Rwanda,Current health expenditure per capita (current US$),48.08,2.00
Saudi Arabia,Current health expenditure per capita (current US$),1147.33,8.00
Sudan,Current health expenditure per capita (current US$),152.02,4.00
Senegal,Current health expenditure per capita (current US$),52.61,2.00
Singapore,Current health expenditure per capita (current US$),2462.39,9.00
Sierra Leone,Current health expenditure per capita (current US$),86.31,3.00
El Salvador,Current health expenditure per capita (current US$),293.87,5.00
San Marino,Current health expenditure per capita (current US$),3012.79,9.00
Somalia,Current health expenditure per capita (current US$),,
Serbia,Current health expenditure per capita (current US$),494.42,7.00
South Sudan,Current health expenditure per capita (current US$),,
Suriname,Current health expenditure per capita (current US$),356.05,6.00
Slovakia,Current health expenditure per capita (current US$),1178.74,8.00
Slovenia,Current health expenditure per capita (current US$),1834.16,9.00
Sweden,Current health expenditure per capita (current US$),5710.59,10.00
